dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2006-01-07,2006-01,89,89.0,0,0.029792768581712526,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-03-31,2007-03,163,163.0,0,0.05400136435606584,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-04-07,2007-04,155,155.0,0,0.051350990645338684,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-04-14,2007-04,147,147.0,0,0.04870061693461152,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-04-21,2007-04,152,152.0,0,0.050357100503816,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-04-28,2007-04,139,139.0,0,0.04605024322388437,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-05-05,2007-05,132,132.0,0,0.0437311662269981,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-05-12,2007-05,143,143.0,0,0.047375430079247945,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-05-19,2007-05,170,170.0,0,0.056320441352952104,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-05-26,2007-05,122,121.99999999999999,0,0.04041819908858916,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-06-02,2007-06,83,83.0,0,0.027497627248794263,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-06-09,2007-06,103,103.0,0,0.034123561525612155,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-06-16,2007-06,128,128.0,0,0.042405979371634525,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-06-23,2007-06,132,132.0,0,0.0437311662269981,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-06-30,2007-06,141,141.0,0,0.046712836651566156,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-07-07,2007-07,190,190.0,0,0.06294637562977,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-07-14,2007-07,150,150.0,0,0.04969450707613421,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-07-21,2007-07,184,184.0,0,0.060958595346724626,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-07-28,2007-07,219,219.0,0,0.07255398033115594,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-08-04,2007-08,212,212.0,0,0.07023490333426968,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-08-11,2007-08,220,220.0,0,0.07288527704499684,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-08-18,2007-08,233,233.0,0,0.07719213432492847,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-08-25,2007-08,245,245.0,0,0.08116769489101922,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-09-01,2007-09,270,270.0,0,0.08945011273704158,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-09-08,2007-09,247,247.0,0,0.081830288318701,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-09-15,2007-09,305,305.0,0,0.1010454977214729,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-09-22,2007-09,267,267.0,0,0.0884562225955189,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-09-29,2007-09,290,290.0,0,0.09607604701385947,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-10-06,2007-10,230,229.99999999999997,0,0.07619824418340579,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-10-13,2007-10,301,301.0,0,0.09972031086610932,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-10-20,2007-10,222,222.0,0,0.07354787047267863,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-10-27,2007-10,243,243.0,0,0.08050510146333742,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-11-03,2007-11,212,212.0,0,0.07023490333426968,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-11-10,2007-11,205,205.0,0,0.06791582633738341,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-11-17,2007-11,338,338.0,0,0.11197828927822241,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-11-24,2007-11,140,140.0,0,0.04638153993772526,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-12-01,2007-12,228,228.0,0,0.075535650755724,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-12-08,2007-12,187,187.0,0,0.06195248548824731,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-12-15,2007-12,164,164.0,0,0.05433266106990673,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-12-22,2007-12,140,140.0,0,0.04638153993772526,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2007-12-29,2007-12,164,164.0,0,0.05433266106990673,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-01-05,2008-01,70,70.0,0,0.022953052326819365,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-01-12,2008-01,114,114.0,0,0.037380685217962964,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-01-19,2008-01,142,142.0,0,0.046561906148690706,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-01-26,2008-01,117,117.0,0,0.03836438746054094,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-02-02,2008-02,166,166.0,0,0.054431524089314495,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-02-09,2008-02,188,188.0,0,0.061645340534886295,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-02-16,2008-02,130,130.0,0,0.042627097178378814,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-02-23,2008-02,166,166.0,0,0.054431524089314495,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-03-01,2008-03,181,181.0,0,0.059350035302204354,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-03-08,2008-03,160,160.0,0,0.052464119604158546,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-03-15,2008-03,162,162.0,0,0.05311992109921053,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-03-22,2008-03,137,137.0,0,0.044922402411060755,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-03-29,2008-03,157,157.0,0,0.05148041736158057,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-04-05,2008-04,172,172.0,0,0.05639892857447044,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-04-12,2008-04,165,165.0,0,0.0541036233417885,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-04-19,2008-04,180,180.0,0,0.05902213455467836,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-04-26,2008-04,136,136.0,0,0.044594501663534764,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-05-03,2008-05,241,241.0,0,0.07902408015376382,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-05-10,2008-05,155,155.0,0,0.050824615866528595,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-05-17,2008-05,181,181.0,0,0.059350035302204354,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-05-24,2008-05,146,146.0,0,0.04787350913879467,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-05-31,2008-05,138,138.0,0,0.04525030315858674,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-06-07,2008-06,149,149.0,0,0.048857211381372646,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-06-14,2008-06,194,194.0,0,0.06361274502004224,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D099,giardiasis,Giardiasis,US,United States,D099,Giardiasis,贾第虫病,Parasitic,2008-06-21,2008-06,192,192.0,0,0.06295694352499025,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
