dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
country,ch,ch,Switzerland,CH,Switzerland,D002,Cholera,霍乱,Bacterial,2020-01-01,2020-01,0,0.0,0,0.0,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D005,AIDS,艾滋病,Viral,2020-01-01,2020-01,45,0.8630136986301369,0,0.5207982819211878,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D007,Hepatitis A,甲型肝炎,Viral,2020-01-01,2020-01,8,1.8064516129032258,0,0.09258636123043339,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D008,Hepatitis B,乙型肝炎,Viral,2020-01-01,2020-01,99,22.354838709677416,0,1.1457562202266134,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D009,Hepatitis C,丙型肝炎,Viral,2020-01-01,2020-01,74,16.70967741935484,0,0.856423841381509,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D011,Hepatitis E,戊型肝炎,Viral,2020-01-01,2020-01,11,2.4838709677419355,0,0.12730624669184593,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D017,Measles,麻疹,Viral,2020-01-01,2020-01,34,0.6520547945205479,0,0.39349203522934195,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D021,Dengue,登革热,Viral,2020-01-01,2020-01,67,1.284931506849315,0,0.7754107753048797,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D025,Tuberculosis,肺结核,Bacterial,2020-01-01,2020-01,374,7.1726027397260275,0,4.328412387522761,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒,Bacterial,2020-01-01,2020-01,10,0.1917808219178082,0,0.11573295153804175,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D029,Diphtheria,白喉,Bacterial,2020-01-01,2020-01,2,0.038356164383561646,0,0.023146590307608347,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D032,Brucellosis,布鲁氏菌病,Bacterial,2020-01-01,2020-01,3,0.05753424657534246,0,0.03471988546141252,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D033,Gonorrhea,淋病,Bacterial,2020-01-01,2020-01,378,85.35483870967742,0,4.374705568137977,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D034,Syphilis,梅毒,Bacterial,2020-01-01,2020-01,97,21.903225806451612,0,1.1226096299190047,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D037,Malaria,疟疾,Parasitic,2020-01-01,2020-01,117,2.243835616438356,0,1.3540755329950884,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D040,Rubella,风疹,Viral,2020-01-01,2020-01,0,0.0,0,0.0,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D051,Zika virus disease,寨卡病毒病,Viral,2020-01-01,2020-01,0,0.0,0,0.0,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D052,Chikungunya,基孔肯雅热,Viral,2020-01-01,2020-01,4,0.07671232876712329,0,0.04629318061521669,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D059,Yellow fever,黄热病,Viral,2020-01-01,2020-01,0,0.0,0,0.0,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D065,Monkeypox,猴痘,Viral,2020-01-01,2020-01,0,0.0,0,0.0,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D091,Botulism,肉毒杆菌中毒,Bacterial,2020-01-01,2020-01,0,0.0,0,0.0,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D092,Campylobacteriosis,弯曲杆菌病,Bacterial,2020-01-01,2020-01,590,133.2258064516129,0,6.828244140744462,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
country,ch,ch,Switzerland,CH,Switzerland,D094,Chlamydia trachomatis infection,沙眼衣原体感染,Bacterial,2020-01-01,2020-01,1192,269.16129032258067,0,13.795367823334574,wpp_computed,,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api,foph_idd,Switzerland FOPH IDD,https://www.idd.bag.admin.ch/en/portal-data,rest_api
