dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
country,kr,kr,South Korea,KR,South Korea,D001,Plague,鼠疫,Bacterial,2001-01-01,2001-01,0,0.0,0,0.0,wpp_computed,,2001-01-01,2026-08-01,2026-08-01T00:00:00+00:00,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download
country,kr,kr,South Korea,KR,South Korea,D001,Plague,鼠疫,Bacterial,2001-02-01,2001-02,0,0.0,0,0.0,wpp_computed,,2001-01-01,2026-08-01,2026-08-01T00:00:00+00:00,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download
country,kr,kr,South Korea,KR,South Korea,D001,Plague,鼠疫,Bacterial,2001-03-01,2001-03,0,0.0,0,0.0,wpp_computed,,2001-01-01,2026-08-01,2026-08-01T00:00:00+00:00,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download
country,kr,kr,South Korea,KR,South Korea,D001,Plague,鼠疫,Bacterial,2001-04-01,2001-04,0,0.0,0,0.0,wpp_computed,,2001-01-01,2026-08-01,2026-08-01T00:00:00+00:00,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download
country,kr,kr,South Korea,KR,South Korea,D001,Plague,鼠疫,Bacterial,2001-05-01,2001-05,0,0.0,0,0.0,wpp_computed,,2001-01-01,2026-08-01,2026-08-01T00:00:00+00:00,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download
country,kr,kr,South Korea,KR,South Korea,D001,Plague,鼠疫,Bacterial,2001-06-01,2001-06,0,0.0,0,0.0,wpp_computed,,2001-01-01,2026-08-01,2026-08-01T00:00:00+00:00,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download
country,kr,kr,South Korea,KR,South Korea,D001,Plague,鼠疫,Bacterial,2001-07-01,2001-07,0,0.0,0,0.0,wpp_computed,,2001-01-01,2026-08-01,2026-08-01T00:00:00+00:00,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download
country,kr,kr,South Korea,KR,South Korea,D001,Plague,鼠疫,Bacterial,2001-08-01,2001-08,0,0.0,0,0.0,wpp_computed,,2001-01-01,2026-08-01,2026-08-01T00:00:00+00:00,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download
country,kr,kr,South Korea,KR,South Korea,D001,Plague,鼠疫,Bacterial,2001-09-01,2001-09,0,0.0,0,0.0,wpp_computed,,2001-01-01,2026-08-01,2026-08-01T00:00:00+00:00,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download
country,kr,kr,South Korea,KR,South Korea,D001,Plague,鼠疫,Bacterial,2001-10-01,2001-10,0,0.0,0,0.0,wpp_computed,,2001-01-01,2026-08-01,2026-08-01T00:00:00+00:00,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download,kdca_open_api,Korea KDCA EID,https://www.data.go.kr/data/15139178/openapi.do,open_api_or_portal_download
