dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D132,vancomycin-resistant-staphylococcus-aureus-infection,Vancomycin-resistant Staphylococcus aureus infection,JP,Japan,D132,Vancomycin-resistant Staphylococcus aureus infection,万古霉素耐药金黄色葡萄球菌感染,Bacterial,2012-09-14,2012-09,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D132,vancomycin-resistant-staphylococcus-aureus-infection,Vancomycin-resistant Staphylococcus aureus infection,JP,Japan,D132,Vancomycin-resistant Staphylococcus aureus infection,万古霉素耐药金黄色葡萄球菌感染,Bacterial,2012-09-21,2012-09,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D132,vancomycin-resistant-staphylococcus-aureus-infection,Vancomycin-resistant Staphylococcus aureus infection,JP,Japan,D132,Vancomycin-resistant Staphylococcus aureus infection,万古霉素耐药金黄色葡萄球菌感染,Bacterial,2012-09-28,2012-09,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D132,vancomycin-resistant-staphylococcus-aureus-infection,Vancomycin-resistant Staphylococcus aureus infection,JP,Japan,D132,Vancomycin-resistant Staphylococcus aureus infection,万古霉素耐药金黄色葡萄球菌感染,Bacterial,2012-10-05,2012-10,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D132,vancomycin-resistant-staphylococcus-aureus-infection,Vancomycin-resistant Staphylococcus aureus infection,JP,Japan,D132,Vancomycin-resistant Staphylococcus aureus infection,万古霉素耐药金黄色葡萄球菌感染,Bacterial,2012-10-12,2012-10,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D132,vancomycin-resistant-staphylococcus-aureus-infection,Vancomycin-resistant Staphylococcus aureus infection,JP,Japan,D132,Vancomycin-resistant Staphylococcus aureus infection,万古霉素耐药金黄色葡萄球菌感染,Bacterial,2012-10-19,2012-10,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D132,vancomycin-resistant-staphylococcus-aureus-infection,Vancomycin-resistant Staphylococcus aureus infection,JP,Japan,D132,Vancomycin-resistant Staphylococcus aureus infection,万古霉素耐药金黄色葡萄球菌感染,Bacterial,2012-10-26,2012-10,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D132,vancomycin-resistant-staphylococcus-aureus-infection,Vancomycin-resistant Staphylococcus aureus infection,JP,Japan,D132,Vancomycin-resistant Staphylococcus aureus infection,万古霉素耐药金黄色葡萄球菌感染,Bacterial,2012-11-02,2012-11,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D132,vancomycin-resistant-staphylococcus-aureus-infection,Vancomycin-resistant Staphylococcus aureus infection,JP,Japan,D132,Vancomycin-resistant Staphylococcus aureus infection,万古霉素耐药金黄色葡萄球菌感染,Bacterial,2012-11-09,2012-11,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D132,vancomycin-resistant-staphylococcus-aureus-infection,Vancomycin-resistant Staphylococcus aureus infection,JP,Japan,D132,Vancomycin-resistant Staphylococcus aureus infection,万古霉素耐药金黄色葡萄球菌感染,Bacterial,2012-11-16,2012-11,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D132,vancomycin-resistant-staphylococcus-aureus-infection,Vancomycin-resistant Staphylococcus aureus infection,JP,Japan,D132,Vancomycin-resistant Staphylococcus aureus infection,万古霉素耐药金黄色葡萄球菌感染,Bacterial,2012-11-23,2012-11,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D132,vancomycin-resistant-staphylococcus-aureus-infection,Vancomycin-resistant Staphylococcus aureus infection,JP,Japan,D132,Vancomycin-resistant Staphylococcus aureus infection,万古霉素耐药金黄色葡萄球菌感染,Bacterial,2012-11-30,2012-11,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D132,vancomycin-resistant-staphylococcus-aureus-infection,Vancomycin-resistant Staphylococcus aureus infection,JP,Japan,D132,Vancomycin-resistant Staphylococcus aureus infection,万古霉素耐药金黄色葡萄球菌感染,Bacterial,2012-12-07,2012-12,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D132,vancomycin-resistant-staphylococcus-aureus-infection,Vancomycin-resistant Staphylococcus aureus infection,JP,Japan,D132,Vancomycin-resistant Staphylococcus aureus infection,万古霉素耐药金黄色葡萄球菌感染,Bacterial,2012-12-14,2012-12,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D132,vancomycin-resistant-staphylococcus-aureus-infection,Vancomycin-resistant Staphylococcus aureus infection,JP,Japan,D132,Vancomycin-resistant Staphylococcus aureus infection,万古霉素耐药金黄色葡萄球菌感染,Bacterial,2012-12-21,2012-12,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
