dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2010-01-01,2010-01,634,143.16129032258067,0,0.04690870474135149,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2020-11-01,2020-11,2538,573.0967741935484,0,0.17796712407707244,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2020-12-01,2020-12,2583,602.6999999999999,0,0.18112256953943187,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2021-01-01,2021-01,2305,520.483870967742,0,0.16159140351455778,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2021-02-01,2021-02,1873,422.93548387096774,0,0.1313061599925235,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2021-03-01,2021-03,2885,721.25,0,0.2022521471321038,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2021-04-01,2021-04,2808,634.0645161290322,0,0.19685408289322268,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2021-05-01,2021-05,2548,594.5333333333333,0,0.17862685299570205,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2021-06-01,2021-06,2467,557.0645161290322,0,0.17294836983532064,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2021-07-01,2021-07,2566,598.7333333333333,0,0.17988873814245349,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2021-08-01,2021-08,2016,455.2258064516129,0,0.14133113643615985,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2021-09-01,2021-09,2321,524.0967741935484,0,0.16271307920055905,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2021-10-01,2021-10,1994,465.26666666666665,0,0.13978883236790812,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2021-11-01,2021-11,2218,500.83870967741933,0,0.15549229197192588,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2021-12-01,2021-12,2513,586.3666666666667,0,0.1761731874325743,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2022-01-01,2022-01,1811,408.93548387096774,0,0.1270717065689285,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2022-02-01,2022-02,1561,352.4838709677419,0,0.10953005740148945,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2022-03-01,2022-03,2559,639.75,0,0.17955632087790616,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2022-04-01,2022-04,2455,554.3548387096773,0,0.1722589948242515,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2022-05-01,2022-05,2509,585.4333333333334,0,0.17604799104441834,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2022-06-01,2022-06,2905,655.9677419354838,0,0.20383396332564183,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2022-07-01,2022-07,2629,613.4333333333334,0,0.18446798264478909,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2022-08-01,2022-08,2267,511.9032258064516,0,0.15906767465033736,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2022-09-01,2022-09,2273,513.258064516129,0,0.15948867423035587,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2022-10-01,2022-10,2009,468.76666666666665,0,0.14096469270954023,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2022-11-01,2022-11,1738,392.4516129032258,0,0.12194954501203631,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2022-12-01,2022-12,1569,366.09999999999997,0,0.1100913901748475,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2023-01-01,2023-01,1156,261.0322580645161,0,0.08126052607407326,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2023-02-01,2023-02,1958,442.1290322580645,0,0.1376367734022798,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2023-03-01,2023-03,2208,552.0,0,0.15521041658438905,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2023-04-01,2023-04,2210,499.03225806451616,0,0.15535100572984595,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2023-05-01,2023-05,2311,539.2333333333333,0,0.1624507575754181,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2023-06-01,2023-06,4985,1125.6451612903227,0,0.35041844505125885,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2023-07-01,2023-07,13425,3132.5,0,0.9437046388792677,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2023-08-01,2023-08,12742,2877.225806451613,0,0.8956934457057453,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2023-09-01,2023-09,125264,28285.419354838712,0,8.805379358254942,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2023-10-01,2023-10,23111,5392.566666666667,0,1.6245778703269094,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2023-11-01,2023-11,4940,1115.483870967742,0,0.34725518927847915,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2023-12-01,2023-12,3873,903.6999999999999,0,0.2722508801772368,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2024-01-01,2024-01,3039,686.2258064516129,0,0.21411642650442828,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2024-02-01,2024-02,1856,419.09677419354836,0,0.13076672839493875,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2024-03-01,2024-03,2676,645.9310344827586,0,0.18854082175908196,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2024-04-01,2024-04,2803,632.9354838709678,0,0.19748876060938217,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2024-05-01,2024-05,2920,681.3333333333333,0,0.20573213734548557,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2024-06-01,2024-06,2971,670.8709677419355,0,0.20932540412788958,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D041,acute-hemorrhagic-conjunctivitis,Acute Hemorrhagic Conjunctivitis,CN,China,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,Viral,2024-07-01,2024-07,2867,668.9666666666667,0,0.20199795814024216,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
