dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2020-05-30,2020-05,1,0.07692307692307693,0,0.00029460620943245797,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2020-08-29,2020-08,1,0.07692307692307693,0,0.00029460620943245797,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2020-09-19,2020-09,1,0.3333333333333333,0,0.00029460620943245797,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2020-10-24,2020-10,2,0.39999999999999997,0,0.0005892124188649159,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2021-07-31,2021-07,1,0.024999999999999998,0,0.000293978058494878,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2021-09-18,2021-09,1,0.14285714285714285,0,0.000293978058494878,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2021-09-25,2021-09,2,2.0,0,0.000587956116989756,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2021-10-02,2021-10,1,1.0,0,0.000293978058494878,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2021-10-09,2021-10,1,1.0,0,0.000293978058494878,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2021-10-16,2021-10,9,9.0,0,0.0026458025264539022,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2021-10-30,2021-10,2,1.0,0,0.000587956116989756,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2021-11-06,2021-11,3,3.0,0,0.000881934175484634,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2021-11-27,2021-11,1,0.3333333333333333,0,0.000293978058494878,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2021-12-04,2021-12,4,4.0,0,0.001175912233979512,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2021-12-11,2021-12,2,2.0,0,0.000587956116989756,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2021-12-25,2021-12,1,0.5,0,0.000293978058494878,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2022-01-08,2022-01,2,1.0,0,0.000585593157212785,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2022-01-15,2022-01,0,0.0,0,0.0,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2022-01-22,2022-01,0,0.0,0,0.0,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2022-01-29,2022-01,1,1.0,0,0.0002927965786063925,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2022-02-05,2022-02,0,0.0,0,0.0,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2022-02-12,2022-02,0,0.0,0,0.0,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2022-02-19,2022-02,0,0.0,0,0.0,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D101,candida-auris-infection,Candida auris infection,US,United States,D101,Candida auris infection,耳念珠菌感染,Fungal,2022-02-26,2022-02,3,3.0,0,0.0008783897358191777,wpp_computed,,2020-05-30,2026-03-14,2026-03-27T07:40:13.841640+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
