dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types,data_layer,projection_policy,series_codes,loss_risk,coverage_status,legacy_gap_fill_count,coverage_ratio_against_legacy
disease,D055,clonorchiasis,Clonorchiasis,CN,China,D055,Clonorchiasis,肝吸虫病,Parasitic,2026-01-01,2026-01,9408,2124.3870967741937,0,0.6658578944447973,wpp_computed,,2026-01-01,2026-06-01,2026-08-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D055,clonorchiasis,Clonorchiasis,CN,China,D055,Clonorchiasis,肝吸虫病,Parasitic,2026-02-01,2026-02,6270,1415.8064516129032,0,0.44376371154005945,wpp_computed,,2026-01-01,2026-06-01,2026-08-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D055,clonorchiasis,Clonorchiasis,CN,China,D055,Clonorchiasis,肝吸虫病,Parasitic,2026-03-01,2026-03,10656,2664.0,0,0.7541859824833929,wpp_computed,,2026-01-01,2026-06-01,2026-08-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D055,clonorchiasis,Clonorchiasis,CN,China,D055,Clonorchiasis,肝吸虫病,Parasitic,2026-04-01,2026-04,10761,2429.9032258064517,0,0.7616174321981786,wpp_computed,,2026-01-01,2026-06-01,2026-08-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D055,clonorchiasis,Clonorchiasis,CN,China,D055,Clonorchiasis,肝吸虫病,Parasitic,2026-05-01,2026-05,11219,2617.7666666666664,0,0.794032708096958,wpp_computed,,2026-01-01,2026-06-01,2026-08-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D055,clonorchiasis,Clonorchiasis,CN,China,D055,Clonorchiasis,肝吸虫病,Parasitic,2026-06-01,2026-06,11573,2613.258064516129,0,0.8190873099925211,wpp_computed,,2026-01-01,2026-06-01,2026-08-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
