dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types,data_layer,projection_policy,series_codes,loss_risk,coverage_status,legacy_gap_fill_count,coverage_ratio_against_legacy
disease,D009,hepatitis-c,Hepatitis C,AU,Australia,D009,Hepatitis C,丙型肝炎,Viral,2000-01-01,2000-01,1427,322.2258064516129,0,7.458524306661696,wpp_computed,,2000-01-01,2026-07-01,2026-08-01T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,series_registry,single_series,SER_AU_HEPATITIS_C_UNSPECIFIED,,parity,0,1.0
disease,D009,hepatitis-c,Hepatitis C,AU,Australia,D009,Hepatitis C,丙型肝炎,Viral,2000-02-01,2000-02,1950,440.32258064516134,0,10.19209698527702,wpp_computed,,2000-01-01,2026-07-01,2026-08-01T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,series_registry,single_series,SER_AU_HEPATITIS_C_UNSPECIFIED,,parity,0,1.0
disease,D009,hepatitis-c,Hepatitis C,AU,Australia,D009,Hepatitis C,丙型肝炎,Viral,2000-03-01,2000-03,1851,446.7931034482759,0,9.674652061409109,wpp_computed,,2000-01-01,2026-07-01,2026-08-01T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,series_registry,single_series,SER_AU_HEPATITIS_C_UNSPECIFIED,,parity,0,1.0
disease,D009,hepatitis-c,Hepatitis C,AU,Australia,D009,Hepatitis C,丙型肝炎,Viral,2000-04-01,2000-04,1421,320.8709677419355,0,7.427164008245459,wpp_computed,,2000-01-01,2026-07-01,2026-08-01T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,series_registry,single_series,SER_AU_HEPATITIS_C_UNSPECIFIED,,parity,0,1.0
disease,D009,hepatitis-c,Hepatitis C,AU,Australia,D009,Hepatitis C,丙型肝炎,Viral,2000-05-01,2000-05,1568,365.8666666666667,0,8.195491319443265,wpp_computed,,2000-01-01,2026-07-01,2026-08-01T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,series_registry,single_series,SER_AU_HEPATITIS_C_UNSPECIFIED,,parity,0,1.0
disease,D009,hepatitis-c,Hepatitis C,AU,Australia,D009,Hepatitis C,丙型肝炎,Viral,2000-06-01,2000-06,1351,305.06451612903226,0,7.061293860056028,wpp_computed,,2000-01-01,2026-07-01,2026-08-01T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,series_registry,single_series,SER_AU_HEPATITIS_C_UNSPECIFIED,,parity,0,1.0
disease,D009,hepatitis-c,Hepatitis C,AU,Australia,D009,Hepatitis C,丙型肝炎,Viral,2000-07-01,2000-07,1275,297.5,0,6.664063413450359,wpp_computed,,2000-01-01,2026-07-01,2026-08-01T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,series_registry,single_series,SER_AU_HEPATITIS_C_UNSPECIFIED,,parity,0,1.0
disease,D009,hepatitis-c,Hepatitis C,AU,Australia,D009,Hepatitis C,丙型肝炎,Viral,2000-08-01,2000-08,1378,311.16129032258067,0,7.202415202929093,wpp_computed,,2000-01-01,2026-07-01,2026-08-01T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,series_registry,single_series,SER_AU_HEPATITIS_C_UNSPECIFIED,,parity,0,1.0
disease,D009,hepatitis-c,Hepatitis C,AU,Australia,D009,Hepatitis C,丙型肝炎,Viral,2000-09-01,2000-09,1438,324.7096774193549,0,7.516018187091464,wpp_computed,,2000-01-01,2026-07-01,2026-08-01T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,series_registry,single_series,SER_AU_HEPATITIS_C_UNSPECIFIED,,parity,0,1.0
disease,D009,hepatitis-c,Hepatitis C,AU,Australia,D009,Hepatitis C,丙型肝炎,Viral,2000-10-01,2000-10,1380,322.0,0,7.212868635734506,wpp_computed,,2000-01-01,2026-07-01,2026-08-01T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,series_registry,single_series,SER_AU_HEPATITIS_C_UNSPECIFIED,,parity,0,1.0
