dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D005,hiv-aids,HIV/AIDS,CN,China,D005,HIV/AIDS,艾滋病,Viral,2025-01-01,2025-01,2832,639.483870967742,1375,0.19998642832214464,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D005,hiv-aids,HIV/AIDS,CN,China,D005,HIV/AIDS,艾滋病,Viral,2025-02-01,2025-02,3931,887.6451612903227,1609,0.27759415597964354,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D005,hiv-aids,HIV/AIDS,CN,China,D005,HIV/AIDS,艾滋病,Viral,2025-03-01,2025-03,4852,1213.0,1709,0.34263211519034104,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D005,hiv-aids,HIV/AIDS,CN,China,D005,HIV/AIDS,艾滋病,Viral,2025-04-01,2025-04,4534,1023.8064516129032,1642,0.3201760120101002,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D005,hiv-aids,HIV/AIDS,CN,China,D005,HIV/AIDS,艾滋病,Viral,2025-05-01,2025-05,4240,989.3333333333334,1573,0.29941470906987755,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D005,hiv-aids,HIV/AIDS,CN,China,D005,HIV/AIDS,艾滋病,Viral,2025-06-01,2025-06,4783,1080.032258064516,1641,0.33775956450028877,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D005,hiv-aids,HIV/AIDS,CN,China,D005,HIV/AIDS,艾滋病,Viral,2025-07-01,2025-07,4134,964.6000000000001,1464,0.29192934134313064,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D005,hiv-aids,HIV/AIDS,CN,China,D005,HIV/AIDS,艾滋病,Viral,2025-08-01,2025-08,3754,847.6774193548387,1402,0.26509500420950954,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D005,hiv-aids,HIV/AIDS,CN,China,D005,HIV/AIDS,艾滋病,Viral,2025-09-01,2025-09,4571,1032.1612903225805,1675,0.3227888290467949,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D005,hiv-aids,HIV/AIDS,CN,China,D005,HIV/AIDS,艾滋病,Viral,2025-10-01,2025-10,3749,874.7666666666667,1532,0.26474192082617237,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D005,hiv-aids,HIV/AIDS,CN,China,D005,HIV/AIDS,艾滋病,Viral,2025-11-01,2025-11,3816,861.6774193548387,1590,0.2694732381628898,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D005,hiv-aids,HIV/AIDS,CN,China,D005,HIV/AIDS,艾滋病,Viral,2025-12-01,2025-12,4560,1064.0,2027,0.3220120456034532,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D005,hiv-aids,HIV/AIDS,CN,China,D005,HIV/AIDS,艾滋病,Viral,2026-01-01,2026-01,2805,633.3870967741935,1649,0.19852587095213187,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D005,hiv-aids,HIV/AIDS,CN,China,D005,HIV/AIDS,艾滋病,Viral,2026-02-01,2026-02,2668,602.4516129032259,1165,0.18882959846712577,wpp_computed,,2010-01-01,2026-02-01,2026-04-01T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2012-09-14,2012-09,17,17.0,0,0.0132886953029973,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2012-09-21,2012-09,11,11.0,0,0.008598567548998253,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2012-09-28,2012-09,15,15.0,0,0.011725319384997619,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2012-10-05,2012-10,16,16.0,0,0.012507007343997458,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2012-10-12,2012-10,13,13.0,0,0.010161943466997937,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2012-10-19,2012-10,19,19.0,0,0.014852071220996983,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2012-10-26,2012-10,14,14.0,0,0.010943631425997778,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2012-11-02,2012-11,17,17.0,0,0.0132886953029973,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2012-11-09,2012-11,12,12.0,0,0.009380255507998096,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2012-11-16,2012-11,12,12.0,0,0.009380255507998096,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2012-11-23,2012-11,16,16.0,0,0.012507007343997458,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2012-11-30,2012-11,17,17.0,0,0.0132886953029973,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2012-12-07,2012-12,14,14.0,0,0.010943631425997778,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2012-12-14,2012-12,18,18.0,0,0.01407038326199714,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2012-12-21,2012-12,5,5.0,0,0.003908439794999206,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2012-12-28,2012-12,17,17.0,0,0.0132886953029973,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-01-04,2013-01,5,5.0,0,0.003914701917899767,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-01-11,2013-01,16,16.0,0,0.012527046137279256,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-01-18,2013-01,11,11.0,0,0.00861234421937949,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-01-25,2013-01,12,12.0,0,0.009395284602959443,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-02-01,2013-02,21,21.0,0,0.016441748055179024,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-02-08,2013-02,5,5.0,0,0.003914701917899767,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-02-15,2013-02,10,10.0,0,0.007829403835799534,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-02-22,2013-02,15,15.0,0,0.011744105753699302,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-03-01,2013-03,11,11.0,0,0.00861234421937949,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-03-08,2013-03,12,12.0,0,0.009395284602959443,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-03-15,2013-03,23,23.0,0,0.01800762882233893,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-03-22,2013-03,11,11.0,0,0.00861234421937949,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-03-29,2013-03,16,16.0,0,0.012527046137279256,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-04-05,2013-04,16,16.0,0,0.012527046137279256,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-04-12,2013-04,16,16.0,0,0.012527046137279256,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-04-19,2013-04,25,25.0,0,0.019573509589498838,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-04-26,2013-04,21,21.0,0,0.016441748055179024,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-05-03,2013-05,8,8.0,0,0.006263523068639628,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-05-10,2013-05,13,13.0,0,0.010178224986539395,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-05-17,2013-05,14,14.0,0,0.010961165370119349,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-05-24,2013-05,23,23.0,0,0.01800762882233893,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-05-31,2013-05,35,35.0,0,0.02740291342529837,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-06-07,2013-06,23,23.0,0,0.01800762882233893,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-06-14,2013-06,27,27.0,0,0.021139390356658745,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-06-21,2013-06,16,16.0,0,0.012527046137279256,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-06-28,2013-06,19,19.0,0,0.014875867288019115,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-07-05,2013-07,14,14.0,0,0.010961165370119349,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-07-12,2013-07,17,17.0,0,0.01330998652085921,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2013-07-19,2013-07,19,19.0,0,0.014875867288019115,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
