dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2017-11-03,2017-11,10,10.0,0,0.007870007001945229,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2017-11-10,2017-11,18,18.0,0,0.014166012603501414,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2017-11-17,2017-11,14,14.0,0,0.011018009802723322,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2017-11-24,2017-11,14,14.0,0,0.011018009802723322,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2017-12-01,2017-12,8,8.0,0,0.0062960056015561846,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2017-12-08,2017-12,28,28.0,0,0.022036019605446645,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2017-12-15,2017-12,12,12.0,0,0.009444008402334276,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2017-12-22,2017-12,19,19.0,0,0.014953013303695936,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2017-12-29,2017-12,11,11.0,0,0.008657007702139752,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-01-05,2018-01,3,3.0,0,0.0023638159814170973,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-01-12,2018-01,11,11.0,0,0.008667325265196023,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-01-19,2018-01,13,13.0,0,0.010243202586140754,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-01-26,2018-01,15,15.0,0,0.011819079907085485,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-02-02,2018-02,14,14.0,0,0.011031141246613118,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-02-09,2018-02,22,22.0,0,0.017334650530392046,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-02-16,2018-02,11,11.0,0,0.008667325265196023,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-02-23,2018-02,16,16.0,0,0.012607018567557849,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-03-02,2018-03,13,13.0,0,0.010243202586140754,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-03-09,2018-03,13,13.0,0,0.010243202586140754,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-03-16,2018-03,15,15.0,0,0.011819079907085485,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-03-23,2018-03,17,17.0,0,0.013394957228030217,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-03-30,2018-03,10,10.0,0,0.007879386604723657,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-04-06,2018-04,13,13.0,0,0.010243202586140754,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-04-13,2018-04,10,10.0,0,0.007879386604723657,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-04-20,2018-04,14,14.0,0,0.011031141246613118,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-04-27,2018-04,13,13.0,0,0.010243202586140754,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-05-04,2018-05,3,3.0,0,0.0023638159814170973,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-05-11,2018-05,15,15.0,0,0.011819079907085485,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-05-18,2018-05,22,22.0,0,0.017334650530392046,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-05-25,2018-05,10,10.0,0,0.007879386604723657,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-06-01,2018-06,22,22.0,0,0.017334650530392046,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-06-08,2018-06,15,15.0,0,0.011819079907085485,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-06-15,2018-06,16,16.0,0,0.012607018567557849,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-06-22,2018-06,17,17.0,0,0.013394957228030217,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-06-29,2018-06,15,15.0,0,0.011819079907085485,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-07-06,2018-07,13,13.0,0,0.010243202586140754,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-07-13,2018-07,17,17.0,0,0.013394957228030217,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-07-20,2018-07,6,6.0,0,0.004727631962834195,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-07-27,2018-07,22,22.0,0,0.017334650530392046,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-08-03,2018-08,16,16.0,0,0.012607018567557849,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-08-10,2018-08,24,24.0,0,0.01891052785133678,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-08-17,2018-08,15,15.0,0,0.011819079907085485,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-08-24,2018-08,17,17.0,0,0.013394957228030217,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-08-31,2018-08,13,13.0,0,0.010243202586140754,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-09-07,2018-09,12,12.0,0,0.00945526392566839,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-09-14,2018-09,11,11.0,0,0.008667325265196023,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-09-21,2018-09,14,14.0,0,0.011031141246613118,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-09-28,2018-09,12,12.0,0,0.00945526392566839,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-10-05,2018-10,14,14.0,0,0.011031141246613118,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-10-12,2018-10,12,12.0,0,0.00945526392566839,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-10-19,2018-10,13,13.0,0,0.010243202586140754,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-10-26,2018-10,7,7.0,0,0.005515570623306559,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-11-02,2018-11,13,13.0,0,0.010243202586140754,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-11-09,2018-11,19,19.0,0,0.01497083454897495,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-11-16,2018-11,15,15.0,0,0.011819079907085485,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-11-23,2018-11,13,13.0,0,0.010243202586140754,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-11-30,2018-11,10,10.0,0,0.007879386604723657,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-12-07,2018-12,11,11.0,0,0.008667325265196023,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-12-14,2018-12,24,24.0,0,0.01891052785133678,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-12-21,2018-12,12,12.0,0,0.00945526392566839,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D005,hiv-aids,HIV/AIDS,JP,Japan,D005,HIV/AIDS,艾滋病,Viral,2018-12-28,2018-12,12,12.0,0,0.00945526392566839,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
