dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D159,rickettsial-disease,Rickettsial disease,NZ,New Zealand,D159,Rickettsial disease,立克次体病,Bacterial,2016-01-01,2016-01,2,0.45161290322580644,0,0.04241988474517314,wpp_computed,,2016-01-01,2026-03-01,2026-05-09T00:00:00+00:00,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web
disease,D159,rickettsial-disease,Rickettsial disease,NZ,New Zealand,D159,Rickettsial disease,立克次体病,Bacterial,2016-02-01,2016-02,0,0.0,0,0.0,wpp_computed,,2016-01-01,2026-03-01,2026-05-09T00:00:00+00:00,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web
disease,D159,rickettsial-disease,Rickettsial disease,NZ,New Zealand,D159,Rickettsial disease,立克次体病,Bacterial,2016-03-01,2016-03,0,0.0,0,0.0,wpp_computed,,2016-01-01,2026-03-01,2026-05-09T00:00:00+00:00,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web
disease,D159,rickettsial-disease,Rickettsial disease,NZ,New Zealand,D159,Rickettsial disease,立克次体病,Bacterial,2016-04-01,2016-04,2,0.45161290322580644,0,0.04241988474517314,wpp_computed,,2016-01-01,2026-03-01,2026-05-09T00:00:00+00:00,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web
disease,D159,rickettsial-disease,Rickettsial disease,NZ,New Zealand,D159,Rickettsial disease,立克次体病,Bacterial,2016-05-01,2016-05,1,0.23333333333333334,0,0.02120994237258657,wpp_computed,,2016-01-01,2026-03-01,2026-05-09T00:00:00+00:00,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web
disease,D159,rickettsial-disease,Rickettsial disease,NZ,New Zealand,D159,Rickettsial disease,立克次体病,Bacterial,2016-06-01,2016-06,1,0.22580645161290322,0,0.02120994237258657,wpp_computed,,2016-01-01,2026-03-01,2026-05-09T00:00:00+00:00,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web
disease,D159,rickettsial-disease,Rickettsial disease,NZ,New Zealand,D159,Rickettsial disease,立克次体病,Bacterial,2016-07-01,2016-07,0,0.0,0,0.0,wpp_computed,,2016-01-01,2026-03-01,2026-05-09T00:00:00+00:00,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web
disease,D159,rickettsial-disease,Rickettsial disease,NZ,New Zealand,D159,Rickettsial disease,立克次体病,Bacterial,2016-08-01,2016-08,0,0.0,0,0.0,wpp_computed,,2016-01-01,2026-03-01,2026-05-09T00:00:00+00:00,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web
disease,D159,rickettsial-disease,Rickettsial disease,NZ,New Zealand,D159,Rickettsial disease,立克次体病,Bacterial,2016-09-01,2016-09,0,0.0,0,0.0,wpp_computed,,2016-01-01,2026-03-01,2026-05-09T00:00:00+00:00,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web
disease,D159,rickettsial-disease,Rickettsial disease,NZ,New Zealand,D159,Rickettsial disease,立克次体病,Bacterial,2016-10-01,2016-10,1,0.23333333333333334,0,0.02120994237258657,wpp_computed,,2016-01-01,2026-03-01,2026-05-09T00:00:00+00:00,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web
disease,D159,rickettsial-disease,Rickettsial disease,NZ,New Zealand,D159,Rickettsial disease,立克次体病,Bacterial,2016-11-01,2016-11,0,0.0,0,0.0,wpp_computed,,2016-01-01,2026-03-01,2026-05-09T00:00:00+00:00,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web
disease,D159,rickettsial-disease,Rickettsial disease,NZ,New Zealand,D159,Rickettsial disease,立克次体病,Bacterial,2016-12-01,2016-12,0,0.0,0,0.0,wpp_computed,,2016-01-01,2026-03-01,2026-05-09T00:00:00+00:00,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web,phf_monthly,All Sources,https://www.phfscience.nz/digital-library/,web
