dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2010-01-01,2010-01,391922,88498.51612903226,818,28.99771826441634,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2014-05-01,2014-05,949748,221607.86666666667,1428,68.4280161821046,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2014-06-01,2014-06,923234,208472.1935483871,1397,66.51771953388601,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2014-07-01,2014-07,776608,181208.53333333333,1374,55.953521135239974,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2014-08-01,2014-08,563589,127262.03225806452,1280,40.60579986697119,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2014-09-01,2014-09,606571,136967.6451612903,1477,43.70259290211232,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2014-10-01,2014-10,609509,142218.76666666666,1448,43.91427169642726,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2014-11-01,2014-11,534756,120751.3548387097,1523,38.528422509420956,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2014-12-01,2014-12,556111,129759.23333333334,1710,40.06702041704365,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2015-01-01,2015-01,497479,112333.96774193548,1271,35.63260676822048,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2015-02-01,2015-02,338939,76534.6129032258,855,24.276964666677145,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2015-03-01,2015-03,484896,121224.0,1454,34.731332360728864,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2015-04-01,2015-04,577783,130467.12903225806,1218,41.38448946862628,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2015-05-01,2015-05,727388,169723.86666666667,1363,52.10015010065219,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2015-06-01,2015-06,821811,185570.2258064516,1487,58.86332528769664,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2015-07-01,2015-07,720085,168019.8333333333,1277,51.57706284022851,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2015-08-01,2015-08,598089,135052.3548387097,1369,42.83893420505834,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2015-09-01,2015-09,585322,132169.48387096776,1433,41.92448054850224,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2015-10-01,2015-10,542178,126508.19999999998,1276,38.83423314829418,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2015-11-01,2015-11,519285,117257.90322580645,1639,37.19449103506956,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2015-12-01,2015-12,543130,126730.33333333333,1858,38.90242143693219,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2016-01-01,2016-01,485086,109535.54838709677,1224,34.54898975610482,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2016-02-01,2016-02,410487,92690.6129032258,1076,29.235869841665593,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2016-03-01,2016-03,575400,138889.6551724138,1544,40.98136970694415,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2016-04-01,2016-04,653680,147605.1612903226,1285,46.55665928056178,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2016-05-01,2016-05,861676,201057.73333333334,1559,61.370633860967686,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2016-06-01,2016-06,869281,196289.25806451615,1564,61.91228022283997,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2016-07-01,2016-07,743189,173410.76666666666,1466,52.93170519835613,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2016-08-01,2016-08,624102,140926.25806451615,1435,44.450043094965686,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2016-09-01,2016-09,536494,121143.80645161291,1512,38.21039096203909,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2016-10-01,2016-10,549843,128296.69999999998,1489,39.16113879696783,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2016-11-01,2016-11,599559,135384.29032258064,1876,42.70203169990568,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2016-12-01,2016-12,582717,135967.30000000002,1880,41.502504017242565,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2017-01-01,2017-01,482019,108843.0,1121,34.12874901646433,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2017-02-01,2017-02,485649,109662.67741935485,1409,34.3857666006877,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2017-03-01,2017-03,544132,136033.0,1589,38.5265818563724,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2017-04-01,2017-04,531302,119971.4193548387,1306,37.618169843814314,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2017-05-01,2017-05,677440,158069.3333333333,1563,47.96528712294245,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2017-06-01,2017-06,802079,181114.61290322582,1664,56.79019474829145,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2017-07-01,2017-07,801377,186987.96666666667,1470,56.74049052125982,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2017-08-01,2017-08,679832,153510.45161290324,1796,48.13464967430947,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2017-09-01,2017-09,656813,148312.61290322582,1826,46.50481833237069,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2017-10-01,2017-10,646871,150936.56666666665,1638,45.800887527315936,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2017-11-01,2017-11,577247,130346.09677419355,1958,40.871247779666334,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2017-12-01,2017-12,699850,163298.3333333333,2198,49.551998985875166,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2018-01-01,2018-01,827781,186918.29032258064,1692,58.335149788864335,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2018-02-01,2018-02,520152,117453.67741935485,1037,36.65600543256895,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2018-03-01,2018-03,566716,141679.0,1720,39.93745054277163,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2018-04-01,2018-04,563697,127286.4193548387,1424,39.7246964239738,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2018-05-01,2018-05,874008,203935.19999999998,1696,61.59284592986035,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2018-06-01,2018-06,890852,201160.12903225806,1744,62.77987155988041,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2018-07-01,2018-07,866072,202083.46666666667,1833,61.033582370145375,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2018-08-01,2018-08,706372,159503.3548387097,1983,49.779248891505944,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D999,total,Total,CN,China,D999,Total,甲乙丙类传染病总计,Summary,2018-09-01,2018-09,653046,147462.0,2027,46.02127401935862,wpp_computed,,2010-01-01,2026-02-01,2026-03-27T13:36:35.923232+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
