dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D229,multidrug-resistant-pseudomonas-aeruginosa-infection,Multidrug-resistant Pseudomonas aeruginosa infection,JP,Japan,D229,Multidrug-resistant Pseudomonas aeruginosa infection,多重耐药铜绿假单胞菌感染,Bacterial,2026-04-12,2026-04,3,3.0,0,0.002450425222697299,wpp_computed,,2026-04-12,2026-07-26,2026-08-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D229,multidrug-resistant-pseudomonas-aeruginosa-infection,Multidrug-resistant Pseudomonas aeruginosa infection,JP,Japan,D229,Multidrug-resistant Pseudomonas aeruginosa infection,多重耐药铜绿假单胞菌感染,Bacterial,2026-04-19,2026-04,8,8.0,0,0.00653446726052613,wpp_computed,,2026-04-12,2026-07-26,2026-08-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D229,multidrug-resistant-pseudomonas-aeruginosa-infection,Multidrug-resistant Pseudomonas aeruginosa infection,JP,Japan,D229,Multidrug-resistant Pseudomonas aeruginosa infection,多重耐药铜绿假单胞菌感染,Bacterial,2026-04-26,2026-04,4,4.0,0,0.003267233630263065,wpp_computed,,2026-04-12,2026-07-26,2026-08-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D229,multidrug-resistant-pseudomonas-aeruginosa-infection,Multidrug-resistant Pseudomonas aeruginosa infection,JP,Japan,D229,Multidrug-resistant Pseudomonas aeruginosa infection,多重耐药铜绿假单胞菌感染,Bacterial,2026-05-03,2026-05,6,6.0,0,0.004900850445394598,wpp_computed,,2026-04-12,2026-07-26,2026-08-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D229,multidrug-resistant-pseudomonas-aeruginosa-infection,Multidrug-resistant Pseudomonas aeruginosa infection,JP,Japan,D229,Multidrug-resistant Pseudomonas aeruginosa infection,多重耐药铜绿假单胞菌感染,Bacterial,2026-05-10,2026-05,4,4.0,0,0.003267233630263065,wpp_computed,,2026-04-12,2026-07-26,2026-08-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D229,multidrug-resistant-pseudomonas-aeruginosa-infection,Multidrug-resistant Pseudomonas aeruginosa infection,JP,Japan,D229,Multidrug-resistant Pseudomonas aeruginosa infection,多重耐药铜绿假单胞菌感染,Bacterial,2026-05-17,2026-05,6,6.0,0,0.004900850445394598,wpp_computed,,2026-04-12,2026-07-26,2026-08-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D229,multidrug-resistant-pseudomonas-aeruginosa-infection,Multidrug-resistant Pseudomonas aeruginosa infection,JP,Japan,D229,Multidrug-resistant Pseudomonas aeruginosa infection,多重耐药铜绿假单胞菌感染,Bacterial,2026-05-24,2026-05,6,6.0,0,0.004900850445394598,wpp_computed,,2026-04-12,2026-07-26,2026-08-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D229,multidrug-resistant-pseudomonas-aeruginosa-infection,Multidrug-resistant Pseudomonas aeruginosa infection,JP,Japan,D229,Multidrug-resistant Pseudomonas aeruginosa infection,多重耐药铜绿假单胞菌感染,Bacterial,2026-05-31,2026-05,5,5.0,0,0.004084042037828832,wpp_computed,,2026-04-12,2026-07-26,2026-08-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D229,multidrug-resistant-pseudomonas-aeruginosa-infection,Multidrug-resistant Pseudomonas aeruginosa infection,JP,Japan,D229,Multidrug-resistant Pseudomonas aeruginosa infection,多重耐药铜绿假单胞菌感染,Bacterial,2026-06-07,2026-06,2,2.0,0,0.0016336168151315324,wpp_computed,,2026-04-12,2026-07-26,2026-08-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D229,multidrug-resistant-pseudomonas-aeruginosa-infection,Multidrug-resistant Pseudomonas aeruginosa infection,JP,Japan,D229,Multidrug-resistant Pseudomonas aeruginosa infection,多重耐药铜绿假单胞菌感染,Bacterial,2026-06-14,2026-06,5,5.0,0,0.004084042037828832,wpp_computed,,2026-04-12,2026-07-26,2026-08-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
