dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types,data_layer,projection_policy,series_codes,loss_risk,coverage_status,legacy_gap_fill_count,coverage_ratio_against_legacy
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2019-08-24,2019-08,1,1.0,0,0.00029604186125467373,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-02-05,2022-02,2,2.0,0,0.000585593157212785,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-02-12,2022-02,0,0.0,0,0.0,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-02-19,2022-02,5,5.0,0,0.0014639828930319628,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-02-26,2022-02,0,0.0,0,0.0,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-03-05,2022-03,1,1.0,0,0.0002927965786063925,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-03-12,2022-03,2,2.0,0,0.000585593157212785,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-03-19,2022-03,5,5.0,0,0.0014639828930319628,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-03-26,2022-03,18,18.0,0,0.005270338414915066,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-04-02,2022-04,16,16.0,0,0.00468474525770228,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-04-09,2022-04,15,15.0,0,0.004391948679095889,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-04-16,2022-04,4,4.0,0,0.00117118631442557,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-04-23,2022-04,12,12.0,0,0.0035135589432767106,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-04-30,2022-04,8,8.0,0,0.00234237262885114,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-05-07,2022-05,2,2.0,0,0.000585593157212785,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-05-14,2022-05,3,3.0,0,0.0008783897358191777,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-05-21,2022-05,7,7.0,0,0.0020495760502447476,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-05-28,2022-05,12,12.0,0,0.0035135589432767106,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-06-04,2022-06,1,1.0,0,0.0002927965786063925,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-06-11,2022-06,11,11.0,0,0.0032207623646703177,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-06-18,2022-06,7,7.0,0,0.0020495760502447476,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-06-25,2022-06,10,10.0,0,0.0029279657860639256,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-07-02,2022-07,2,2.0,0,0.000585593157212785,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-07-09,2022-07,4,4.0,0,0.00117118631442557,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-07-16,2022-07,7,7.0,0,0.0020495760502447476,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-07-23,2022-07,16,16.0,0,0.00468474525770228,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-07-30,2022-07,3,3.0,0,0.0008783897358191777,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-08-06,2022-08,6,6.0,0,0.0017567794716383553,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-08-13,2022-08,10,10.0,0,0.0029279657860639256,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-08-20,2022-08,14,14.0,0,0.004099152100489495,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-08-27,2022-08,7,7.0,0,0.0020495760502447476,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-09-03,2022-09,8,8.0,0,0.00234237262885114,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-09-10,2022-09,14,14.0,0,0.004099152100489495,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-09-17,2022-09,10,10.0,0,0.0029279657860639256,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-09-24,2022-09,6,6.0,0,0.0017567794716383553,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-10-01,2022-10,9,9.0,0,0.002635169207457533,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-10-08,2022-10,11,11.0,0,0.0032207623646703177,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-10-15,2022-10,6,6.0,0,0.0017567794716383553,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-10-22,2022-10,5,5.0,0,0.0014639828930319628,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-10-29,2022-10,7,7.0,0,0.0020495760502447476,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-11-05,2022-11,7,7.0,0,0.0020495760502447476,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-11-12,2022-11,3,3.0,0,0.0008783897358191777,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
disease,D133,carbapenemase-producing-organisms-surveillance,Carbapenemase-producing organisms surveillance,US,United States,D133,Carbapenemase-producing organisms surveillance,产碳青霉烯酶微生物监测,Bacterial,2022-11-19,2022-11,5,5.0,0,0.0014639828930319628,wpp_computed,,2019-08-24,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api,legacy_fallback,legacy_fallback,,legacy_identity_may_be_lossy,,0,
