dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D024,dysentery,Dysentery,CN,China,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2010-01-01,2010-01,8949,2020.741935483871,1,0.6621230263885718,wpp_computed,,2010-01-01,2026-02-01,2026-03-21T00:00:00+00:00,cdc_weekly,China CDC Weekly,https://weekly.chinacdc.cn,web,cdc_weekly; nhc; pubmed,China CDC Weekly; National Disease Control and Prevention Administration; PubMed,https://weekly.chinacdc.cn; https://www.ndcpa.gov.cn; https://pubmed.ncbi.nlm.nih.gov,web; web; web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-01-15,2016-01,5,5.0,0,0.003932055620247919,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-01-22,2016-01,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-01-29,2016-01,2,2.0,0,0.0015728222480991677,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-02-05,2016-02,3,3.0,0,0.0023592333721487516,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-02-12,2016-02,6,6.0,0,0.004718466744297503,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-02-19,2016-02,2,2.0,0,0.0015728222480991677,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-02-26,2016-02,4,4.0,0,0.0031456444961983354,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-03-04,2016-03,5,5.0,0,0.003932055620247919,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-03-11,2016-03,1,1.0,0,0.0007864111240495839,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-03-18,2016-03,1,1.0,0,0.0007864111240495839,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-03-25,2016-03,1,1.0,0,0.0007864111240495839,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-04-01,2016-04,2,2.0,0,0.0015728222480991677,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-04-08,2016-04,1,1.0,0,0.0007864111240495839,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-04-15,2016-04,2,2.0,0,0.0015728222480991677,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-04-22,2016-04,2,2.0,0,0.0015728222480991677,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-04-29,2016-04,1,1.0,0,0.0007864111240495839,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-05-06,2016-05,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-05-13,2016-05,1,1.0,0,0.0007864111240495839,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-05-20,2016-05,1,1.0,0,0.0007864111240495839,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-05-27,2016-05,3,3.0,0,0.0023592333721487516,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-06-03,2016-06,3,3.0,0,0.0023592333721487516,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-06-10,2016-06,2,2.0,0,0.0015728222480991677,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-06-17,2016-06,2,2.0,0,0.0015728222480991677,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-06-24,2016-06,3,3.0,0,0.0023592333721487516,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-07-01,2016-07,4,4.0,0,0.0031456444961983354,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-07-08,2016-07,2,2.0,0,0.0015728222480991677,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-07-15,2016-07,1,1.0,0,0.0007864111240495839,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-07-22,2016-07,4,4.0,0,0.0031456444961983354,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-07-29,2016-07,2,2.0,0,0.0015728222480991677,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-08-05,2016-08,4,4.0,0,0.0031456444961983354,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-08-12,2016-08,4,4.0,0,0.0031456444961983354,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-08-19,2016-08,5,5.0,0,0.003932055620247919,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-08-26,2016-08,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-09-02,2016-09,1,1.0,0,0.0007864111240495839,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-09-09,2016-09,1,1.0,0,0.0007864111240495839,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-09-16,2016-09,4,4.0,0,0.0031456444961983354,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-09-23,2016-09,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-09-30,2016-09,1,1.0,0,0.0007864111240495839,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-10-07,2016-10,4,4.0,0,0.0031456444961983354,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-10-14,2016-10,1,1.0,0,0.0007864111240495839,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-10-21,2016-10,1,1.0,0,0.0007864111240495839,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-10-28,2016-10,3,3.0,0,0.0023592333721487516,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-11-04,2016-11,2,2.0,0,0.0015728222480991677,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-11-11,2016-11,1,1.0,0,0.0007864111240495839,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-11-18,2016-11,2,2.0,0,0.0015728222480991677,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-11-25,2016-11,2,2.0,0,0.0015728222480991677,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-12-02,2016-12,1,1.0,0,0.0007864111240495839,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-12-09,2016-12,2,2.0,0,0.0015728222480991677,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-12-16,2016-12,2,2.0,0,0.0015728222480991677,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-12-23,2016-12,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2016-12-30,2016-12,1,1.0,0,0.0007864111240495839,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2017-01-06,2017-01,3,3.0,0,0.002361002100583569,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2017-01-13,2017-01,3,3.0,0,0.002361002100583569,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2017-01-20,2017-01,6,6.0,0,0.004722004201167138,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2017-01-27,2017-01,6,6.0,0,0.004722004201167138,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2017-02-03,2017-02,2,2.0,0,0.0015740014003890461,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2017-02-10,2017-02,4,4.0,0,0.0031480028007780923,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2017-02-17,2017-02,2,2.0,0,0.0015740014003890461,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D024,dysentery,Dysentery,JP,Japan,D024,Dysentery,细菌性和阿米巴性痢疾,Bacterial,2017-02-24,2017-02,1,1.0,0,0.0007870007001945231,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
